"reviewId","formattedReviewDate","reviewSourceCode","reviewIncentiveCode","productNames","reviewRating","industryCd","industryName","companySizeCd","companySize","jobTitle","reviewSummary","reviewHeadline","upVotes","functionCd","function","partnerReview","productSeoNames","vendorSeoName","sortValue","timestamp"
4622508,"Mar 4, 2023",8,1,"Katalon",4,262,"Finance (non-banking)",9901,"3B - 10B USD","SOFTWARE ENGINEER II","Katalon studio is built for automation testing of web, API, Mobile and desktop application using the existing open-sourced automation frameworks. Using Katalon we can perform right testing with dynamic suite, and we can also schedule the test runs according to our choice of time.  Katalon helps to build the automation tests using low code, record and play back mode are very handy for the persons with minimum programming knowledge. We can map the automated test cases with manual test cases in one click integration to tools like JIRA and X-ray.","Katalon Studio a Low code & AI Native for Automation Testing.",0,246,"Research and Development",FALSE,katalon,"katalon",1677908438064,1677862800000
3534063,"Feb 24, 2023",4,1,"Katalon",5,267,"IT Services",9899,"500M - 1B USD","ASSOCIATE CONSULTANT","Overall experience has been good.Have been able to understand the tool and utilize it's features quickly and implement for project.","Katalon Studio :Solution Master of all technologies ",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1677221800097,1677171600000
4593038,"Feb 13, 2023",8,2,"Katalon",4,270,"Miscellaneous",9903,"30B + USD","SENIOR SOFTWARE ENGINEER","Katalon is a great tool to test web, desktop and mobile applications, it helps us to plan and execute automated plans. We are able to balance low codes with full-code flexibility. It helps in organizing our test artifacts in one place. With one click it helps to map automated test. It also helps to detect failures as soon as possible and real time notification enables us to make better decisions. ","""Test Your Apps""",0,246,"Research and Development",FALSE,katalon,"katalon",1676258897746,1676221200000
4589866,"Feb 9, 2023",3,2,"Katalon",3,273,"Software",9897,"50M - 250M USD","Software Engineer","Katalon is a good tool for automation. It works well for automating web/mobile/APIs with features record etc. It is also easy to integrate with git or Jenkins. Altogether it is all in one tool in test automation.","Good tool for test automation.",0,233,"IT",FALSE,katalon,"katalon",1675930579964,1675875600000
4584648,"Feb 5, 2023",3,2,"Katalon",5,271,"Retail",9896,"<50M USD","DATA ENGINEER","Katalon is a Automation Testing tool and it is one of the recognized one in the industry. You can test automated test froMobile apps, Desktop apps, APIs etc and you get the record of results step wise so that you can easily analyze them. It's based on selenium engine and it's fast. You don't have write code everytime you are testing you could just reuse the scripts for UI. It's supported by major OS like Windows, Linux and macOS.","Katalon: A new but popular Automation testing tool",0,226,"Data and Analytics",FALSE,katalon,"katalon",1675590047085,1675530000000
4048580,"Feb 15, 2022",4,2,"Katalon",4,267,"IT Services",9897,"50M - 250M USD","Front-end Software Engineer","Overall Katalon is a good product. The support is also good. In my opinion there is still work to do regarding CI/CD and branch management in the terminal","Great Product for Front-End Tests",0,246,"Research and Development",FALSE,katalon,"katalon",1644919216657,1644858000000
4042412,"Feb 12, 2022",4,2,"Katalon",5,270,"Miscellaneous",9903,"30B + USD","Technical Systems Engineer","Really easy to use and has helped me with a few Web UI test automation","Katalon Studio Enterprise Edition has a really helpful ""Run Test From Here""",0,246,"Research and Development",FALSE,katalon,"katalon",1644627334079,1644598800000
4036854,"Feb 10, 2022",4,2,"Katalon",4,274,"Telecommunication",9896,"<50M USD","QA Engineer","Really helpful for mobile automation, was easy to setup, found tons of useful information in tutorials","Positive experience, will definitely use further",0,246,"Research and Development",FALSE,katalon,"katalon",1644487860104,1644426000000
4017892,"Feb 7, 2022",4,2,"Katalon",4,270,"Miscellaneous",9896,"<50M USD","QA Manager","TestOps is an excellent analytical tool.I like the way they represent graphs and test case and test suit results","Very nice Test analytical tool ",0,232,"Investors",FALSE,katalon,"katalon",1644228482975,1644166800000
4027432,"Feb 7, 2022",4,2,"Katalon",4,262,"Finance (non-banking)",9897,"50M - 250M USD","Sr. QA Team Lead","This product is decent with object recognition. It is nice that it works in java.","Product is great - support could be better",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1644226690083,1644166800000
4017542,"Feb 2, 2022",4,2,"Katalon",5,274,"Telecommunication",9896,"<50M USD","Tester Qa","i use too much katalon, i like the tool to much. it is very intuitive, easy to use and the response it has for test cases and automations is fantastic","the best tool for QA",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1643795781420,1643734800000
4017326,"Feb 2, 2022",4,2,"Katalon",4,265,"Healthcare and Biotech",9896,"<50M USD","Software Test Engineer","fairly easy to use and navigate through the different areas on left.","Katalon is a good automation tool for smaller organizations",0,248,"Software Development",FALSE,katalon,"katalon",1643791195666,1643734800000
4016610,"Feb 2, 2022",4,2,"Katalon",4,267,"IT Services",9896,"<50M USD","QA","Good Test Automation Solution!

Good tool for anyone looking at creating an automated test process from their manual testing. It offers codeless automation, so works really good with beginners and even test experts can extend the capabilities of the tool.
The tool offers end-to-end automation solution. We use it for frontend and API Testing. Using Katalon Test Ops along with Katalon Studio gives us absolute continuous testing.","Good test automation tool. Especially for beginners!",0,240,"Other",FALSE,katalon,"katalon",1643783717350,1643734800000
4016548,"Feb 2, 2022",4,2,"Katalon",5,267,"IT Services",9899,"500M - 1B USD","Senior Software Tester","Hides all technical complexities behind the scene for those with minimum to no programming skill set.

","Learn this tool and get the command on automation testing. ",0,240,"Other",FALSE,katalon,"katalon",1643780091081,1643734800000
4016638,"Feb 2, 2022",4,2,"Katalon",3,267,"IT Services",9897,"50M - 250M USD","Quality Analyst","Need to improve user-friendliness. Need to improve UI a lot","A tool for future with some added modern technology support",0,240,"Other",FALSE,katalon,"katalon",1643777013167,1643734800000
4016520,"Feb 2, 2022",4,2,"Katalon",3,266,"Insurance (except health)",9896,"<50M USD","QA Engineer","Katalon Studio is a good enough platform for a free version","Good enough platform for a free version",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1643776508607,1643734800000
4016486,"Feb 2, 2022",4,2,"Katalon",4,267,"IT Services",9899,"500M - 1B USD","Lead Automation Engineer ","This is the best tool in recent times I have come across. I was working on mobile automation with Appium, but found this Katalon Studio very useful for mobile automation with Record & Run, Object Spy etc features. Also we're working on API automation POC with Ready API vs Katalon Studio and Katalon Studio much better. Overall you'll get all the automation solutions at one place i.e Web/Mobile/API automation","Katalon Studio - All-in-one automation tool",0,240,"Other",FALSE,katalon,"katalon",1643775728182,1643734800000
4016516,"Feb 2, 2022",4,2,"Katalon",4,267,"IT Services",9899,"500M - 1B USD","Senior Software Engineer","It was a nice product to use for the web services and micro services testing","Quick and Fast testing",0,248,"Software Development",FALSE,katalon,"katalon",1643775531987,1643734800000
4016478,"Feb 2, 2022",4,2,"Katalon",5,268,"Manufacturing",9902,"10B - 30B USD","ICT Senior Application Specialist","I use Katalon Studio from years. Every new release has somehing useful thay was needed.","Great test automation tool",0,233,"IT",FALSE,katalon,"katalon",1643775213567,1643734800000
4007866,"Jan 28, 2022",3,2,"Katalon",4,264,"Hardware",9903,"30B + USD","Engineering Program Manager","Katalon is a good tool for test automation, both for APIs and Webpages. Sometimes however tests break (especially those related to web testing) without a clear reason behind.","Good tool for test automation in the web and API space",0,244,"Project and Portfolio Management",FALSE,katalon,"katalon",1643375547738,1643302800000
3982106,"Jan 19, 2022",3,2,"Katalon",4,267,"IT Services",9897,"50M - 250M USD","Software Tester","So far , I had an excellent experience working with Katalon Studio. It makes very comfortable for test automation specialists like me to quickly design, automate & execute different test scripts without any hassle. ","Rich, Better Quality, All-in-One Productivity Tool for Automating Repetitive Processes",0,240,"Other",FALSE,katalon,"katalon",1642562275907,1642525200000
3556320,"Mar 16, 2021",4,1,"Katalon",5,257,"Banking",9897,"50M - 250M USD","GM Strategic Alliances","The Product is Fit all trypes of applications on the Digital side. The team is very supportive and responsive. The learning curve for the tool is also less.","Advanced Test Automation Tool with Low Cost.",0,247,"Sales and Business Development",FALSE,katalon,"katalon",1615873660781,1615827600000
3534260,"Mar 10, 2021",4,2,"Katalon",5,267,"IT Services",9896,"<50M USD","QA Analyst","My experience with Katalon Studio was to streamline test automation across multiple platforms. The costs of maintenance of multiple frameworks, CI/CD solutions and automation scripts ultimately resulted in an heavy toll. Even if a solution is free (as, free software, open source), the person/hours of work to personalize a solution to your needs aren't liable to be ignored.","Katalon Studio: Silver Bullet? Of course, no; One-Stop Shop solution? It's more like it",0,248,"Software Development",FALSE,katalon,"katalon",1615390701501,1615309200000
3549327,"Mar 5, 2021",3,2,"Katalon",4,267,"IT Services",9898,"250M - 500M USD","Analyst","You can automate any web application using Katalon Studio. It is highly efficient in creating the automation script for mobile, web applications. Additionally, it works really well with web services API. It’s an evolving solution with many integrations that allow you to cover a variety of testing types.","Simple and powerful automation Solution",0,240,"Other",FALSE,katalon,"katalon",1614938932395,1614877200000
3545473,"Mar 1, 2021",3,1,"Katalon",4,267,"IT Services",9902,"10B - 30B USD","Test Engineer","Katalon is a perfect solution for automating test processes and increase functional capability in the team for test environments present in the system.","Building automated test processes",0,226,"Data and Analytics",FALSE,katalon,"katalon",1614580686740,1614531600000
3544866,"Feb 27, 2021",3,2,"Katalon",4,267,"IT Services",9899,"500M - 1B USD","Software Engineer 1","The user experience is great when using this tool as it supports many browsers and can be integrated with many useful 3rd party tools like Jira. The community is very nice to help you around with some tools and its one of the best solutions to organise your test cases with a nice tree structure.","Best QA tool in market.",0,246,"Research and Development",FALSE,katalon,"katalon",1614405267259,1614358800000
3541804,"Feb 23, 2021",3,1,"Katalon",4,257,"Banking",9901,"3B - 10B USD","Developer","Katalon studio is a testing tool which will be using now a days in most of the companies for automation testing.it is free and have easy interface. This is used for both mobile and web applications.","Best automation tool for front end and back end testing in most of the IT companies.",0,234,"IT Security and Risk Management",FALSE,katalon,"katalon",1614067951547,1614013200000
3541378,"Feb 22, 2021",3,1,"Katalon",5,267,"IT Services",9901,"3B - 10B USD","Senior Senior Engineer","Katalon has been by far the best tool which I have worked with in terms of improving and standardizing the automation process to a great extent.","Next gen automation testing tool",0,226,"Data and Analytics",FALSE,katalon,"katalon",1614008465897,1613926800000
3541030,"Feb 22, 2021",3,1,"Katalon",4,267,"IT Services",9898,"250M - 500M USD","DEVELOPER","It is compatible with many number of tools enabled .
It supports several kind of testing process
It is a user friendly process ","KATALON STUDIO",0,246,"Research and Development",FALSE,katalon,"katalon",1613986373961,1613926800000
3540297,"Feb 20, 2021",4,2,"Katalon",5,274,"Telecommunication",9896,"<50M USD","IT Analyst","Katalon Studio is multiplatform and works on several operating systems that I tested. The tool has great power for automation and integration of web applications and without coding, and best of all, the code is open. We use it to run tests on web and mobile apps that are in development and require testing for verification.","A tool with accurate automation tests.",0,248,"Software Development",FALSE,katalon,"katalon",1613808460390,1613754000000
3537503,"Feb 19, 2021",4,2,"Katalon",4,267,"IT Services",9898,"250M - 500M USD","Head Of ALM","We needed a moderntest automation tool with cross-platform capabilities. It supports Web UI, API and mobile testing. 
Also you can integrate it with the most used CI/CD tools in the market.","Good option for a codeless automated testing tool",0,226,"Data and Analytics",FALSE,katalon,"katalon",1613739780916,1613667600000
3534078,"Feb 19, 2021",4,2,"Katalon",4,267,"IT Services",9898,"250M - 500M USD","Expert Testing","Katalon is an excellent automation tool. worth every penny. 
Of course, it's a new competitor but it has strong capabilities.
I look forward for the next versions","Katalon review",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1613720637150,1613667600000
3539277,"Feb 19, 2021",3,1,"Katalon",4,267,"IT Services",9900,"1B - 3B USD","Associate Consultant","Katalon is complete automation tool for testing codes and APIs on the server. It provides user intuitive description of the test cases which does not satisfy the criteria.","Automation is now a part of testing",0,226,"Data and Analytics",FALSE,katalon,"katalon",1613709998357,1613667600000
3536924,"Feb 18, 2021",4,1,"Katalon",4,271,"Retail",9900,"1B - 3B USD","QA Lead Engineer","Integrated CI/DevOps workflow, Intuitive analytics dashboard and reports, Supports several types of testing like Keywords-driven, Data-driven, API-testing, limited Cross-browser, User-friendly, easy to learn with available learning resources.","Katalon Studio is a good choice for small businesses looking for limited/working solution ",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1613632114000,1613581200000
3534187,"Feb 18, 2021",4,1,"Katalon",4,270,"Miscellaneous",9896,"<50M USD","Senior Software Engineer","I have used the Katalon studio 7 to automate some of the testing required needed by my team after deployment. I have used the auto-generated scripts and finetuned them by adding some javascript. It is usable but certain things cannot be accomplished like having wait for a mobile otp pin to arrive in my handphone and I use a javascript prompt to handle it. It will be great if it can be handled by integrating with the mobile applications I used for my otp 2fa security pin by having an handler perhaps.","Using Katalon Studio to streamline my testing environment.",0,248,"Software Development",FALSE,katalon,"katalon",1613611397401,1613581200000
3536882,"Feb 17, 2021",4,2,"Katalon",5,272,"Services (non-Government)",9896,"<50M USD","Test Automation Engineer","Starting up with an automation suite was a hectic task at first, but once I got hold of Katalon Studion I was able to set up a suite in CI/CD pipeline in less than a week. Very easy to handle all the heavy tasks.","Katalon Studio - The best ready-made solution for test automation",0,240,"Other",FALSE,katalon,"katalon",1613604675000,1613494800000
3538293,"Feb 17, 2021",4,1,"Katalon",5,267,"IT Services",9896,"<50M USD","Security QA Analyst","The product is beneficial for automation and I also have the option to the integration with other tools but the price is a bit high for a startup.","Excellent for QA",0,240,"Other",FALSE,katalon,"katalon",1613539644931,1613494800000
3537928,"Feb 16, 2021",4,2,"Katalon",5,265,"Healthcare and Biotech",9897,"50M - 250M USD","IT Director","Overall integration has been good so far although we are in the very beginning stages of testing and automation testing.","Easy to use and simple.",0,233,"IT",FALSE,katalon,"katalon",1613492950346,1613408400000
3537634,"Feb 16, 2021",4,2,"Katalon",5,269,"Media",9896,"<50M USD","Software Tester","excellent use of this application. can use this an easy tool to test on other application and use friendly  nice to have this application","excellent use of this application",0,240,"Other",FALSE,katalon,"katalon",1613458740848,1613408400000
3534153,"Feb 16, 2021",4,2,"Katalon",4,267,"IT Services",9898,"250M - 500M USD","Sr.Engg","There are some functions like time where it is difficult to get the right script ib Place. There is lack of sleep time intelligence for the running app , so a lot of time scrips keep failing. But overall being not a Code person , the script record feature has definitely made life super easy , by recording steps and cloning them to create multiple scenarios.","No Code Hassle-free Automation",0,248,"Software Development",FALSE,katalon,"katalon",1613443114539,1613408400000
1279336,"Feb 16, 2021",4,1,"Katalon",4,267,"IT Services",9896,"<50M USD","QA Lead","Katalon Studio is free and easy to setup automation tool which requires minimal or no coding and framework design knowledge. Detailed documentation is a plus!","Katalon Studio is saviour and gets automation done with ease!",0,240,"Other",FALSE,katalon,"katalon",1613434313740,1613408400000
3537424,"Feb 15, 2021",4,2,"Katalon",5,260,"Education",9904,"Gov't/PS/ED <5,000 Employees","Systems Developer","I was responsible to roll out the initial automation of testing for our web application.
I really appreciate the ease ofd use as I didn't had any prior experience with testing.","I love the ease of use for beginners",0,235,"IT Services",FALSE,katalon,"katalon",1613427259558,1613322000000
3537418,"Feb 15, 2021",4,2,"Katalon",4,268,"Manufacturing",9900,"1B - 3B USD","Ops Lead","it would be great if your documentation could be improved to a more easier and modern documentation such as the atlassian or jfrog. To also make the tool to be more visually pleasing in terms of intuitive and ease of use for non-technical users. Eg: Katalon recorder UI is really easy and intuitive to use, where katalon studio is non intuitive","great product, great concept, few room for improvements",0,233,"IT",FALSE,katalon,"katalon",1613426486987,1613322000000
3537404,"Feb 15, 2021",4,2,"Katalon",4,267,"IT Services",9896,"<50M USD","Software QA","Overall a good product. i only have a quirk about a specific bug in executing my code in IE browsers, this bug resurfaces every other build they release. i reported it and the dev team released a fix. next release after that, the bug comes right back. and i specifically need to use IE because of the activex control that we use.","Straightforward, less to no coding required automation.",0,233,"IT",FALSE,katalon,"katalon",1613421901534,1613322000000
3537247,"Feb 15, 2021",4,2,"Katalon",4,272,"Services (non-Government)",9896,"<50M USD","QA Engineer","I haven't been able to add the proper sequence for Chrome to open an incognito everytime a test is fired off.Instructions for Firefox worked Great!   I can use online Katalon documents for support or can login and ask the Katalon Forum or Katalon Community for questions - sometimes someone has already asked that question and ppossibly someone has answered that for you. ","Katalon Automation beats manual testing!",0,246,"Research and Development",FALSE,katalon,"katalon",1613393593280,1613322000000
3537245,"Feb 15, 2021",4,2,"Katalon",5,267,"IT Services",9896,"<50M USD","Head Of Support","overall great product with a lot of function for tehcnical skilled and for less tehnical skilled. using it on daily basis","Highly recommended ",0,225,"Customer Service and Support",FALSE,katalon,"katalon",1613392500889,1613322000000
3537118,"Feb 15, 2021",4,2,"Katalon",5,270,"Miscellaneous",9901,"3B - 10B USD","QA Engineer","I general using Katalon makes my life a bit easier as it allows me to review and update my own test cases easily and keeping my projects on track while being as non technical as it gets or getting to play with Groovy scripts for my scenarios.","Katalon Studio is an automation tool that is as complex or simple as you want it",0,246,"Research and Development",FALSE,katalon,"katalon",1613387489662,1613322000000
3537117,"Feb 15, 2021",4,2,"Katalon",5,274,"Telecommunication",9900,"1B - 3B USD","Sr Software Engineeer","Found good in automation of web and webservices. Smart object identification. Custom methods. Results reporting in pdf, email etc. Integrations.","Robust automation tool - Focus on our application automation than framework",0,248,"Software Development",FALSE,katalon,"katalon",1613386045141,1613322000000
1279827,"Feb 15, 2021",4,2,"Katalon",4,276,"Travel and Hospitality",9896,"<50M USD","QA Engineer","The product has grown a lot in the last year, easy integrations in the primary configuration when start using the product, the Documentation provided could be better and the Information provided for buying licenses could be more clear also.","The UX need to be improved, Dark theme helped but need more to be at the other tools level",0,248,"Software Development",FALSE,katalon,"katalon",1613378809433,1613322000000
755015,"Feb 15, 2021",3,2,"Katalon",5,267,"IT Services",9903,"30B + USD","Test Automation Engineer","I am working on web applications automation. As per my experience, katalon is a user friendly and convenient tool for Regression Testing.

# It have great features of Record & Playback and Reporting options. 
# Finding the issue related to failure can be easily handled

I felt tool is unstable as, it run the test script sometimes properly and sometimes not. Need some more improvements to make it better.","User Friendly Automation tool",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1613377743034,1613322000000
3536989,"Feb 15, 2021",4,2,"Katalon",4,260,"Education",9904,"Gov't/PS/ED <5,000 Employees","Lecturer","Overall good experience with lots of RPA functionalities and much more. Easier to record keys and run the RPA.","Katalon Re view",0,244,"Project and Portfolio Management",FALSE,katalon,"katalon",1613374124993,1613322000000
743515,"Feb 15, 2021",3,2,"Katalon",5,267,"IT Services",9902,"10B - 30B USD","Software Developer","This tool is good for automation. You can use it for sanity testing. With the help of this tool we can automate our work and testing as well. We have integrated with SIT pipeline so whenever our new functionalities are going to deploy we are running pipeline and can find percentage of automated test cases","Implementation is easy and easy to use. Anyone can work on it (technical/nontechnical).",0,248,"Software Development",FALSE,katalon,"katalon",1613366678033,1613322000000
3536879,"Feb 15, 2021",4,1,"Katalon",4,274,"Telecommunication",9899,"500M - 1B USD","Assistant Manager","Katalon's main advantage is that it’s easy to deploy. Have used Katalon for API testing and recording the test. GUI is user-friendly and it has wide toolset.","Automation Testing Tool",0,233,"IT",FALSE,katalon,"katalon",1613364751361,1613322000000
3536899,"Feb 15, 2021",4,2,"Katalon",5,267,"IT Services",9896,"<50M USD","QA Mager","Katalon is a wonderful tool where in one can integrate complete end to end testing in single tool. It supports Web, Mobile, API, Database testing in single place. Its recording a test case lessens the automation time and learning curve is high, meaning a person with no automation experience can also use the tool fairly easily and can get accustomed to the tool fairly quickly.","Powerful tool to disrupt the automation market",0,246,"Research and Development",FALSE,katalon,"katalon",1613364258527,1613322000000
3536887,"Feb 15, 2021",4,2,"Katalon",5,267,"IT Services",9899,"500M - 1B USD","Technical Consultant","Katalon Studio helps in carrying out and creating tasks quickly and efficiently, from the arrangement of the user interface to being able to automate testing easily and quickly. in support is also faster and easier to ask for help from support.","Katalon Helping Automation Testing with easy to use",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1613363376797,1613322000000
3536890,"Feb 15, 2021",4,1,"Katalon",5,267,"IT Services",9896,"<50M USD","QA","Katalon is quite nice automation tool to use which reduces efforts by automating tasks. A person with lesser technical knowledge can also use it easily,","Katalon studio review",0,240,"Other",FALSE,katalon,"katalon",1613363272364,1613322000000
3536876,"Feb 15, 2021",4,2,"Katalon",4,272,"Services (non-Government)",9897,"50M - 250M USD","Test Consultant","Katalon Studio is the perfect tool for small and big automation needs. Easy to setup and easy to use. No need to be a high-skill developper to use it, but it can do so many things... Very useful.","Great product, great capabilities",0,233,"IT",FALSE,katalon,"katalon",1613362630501,1613322000000
3534049,"Feb 14, 2021",4,1,"Katalon",4,269,"Media",9897,"50M - 250M USD","Lead QA","easy to use, fast support and excellent communication, support are replying quickly Very large user Community so it is easy to have  answers for previous questions","Great product",0,233,"IT",FALSE,katalon,"katalon",1613301310853,1613235600000
3533970,"Feb 12, 2021",3,1,"Katalon",4,267,"IT Services",9902,"10B - 30B USD","Systems Engineer","For the people like me that used to wait for develop to complete the development an pass on the batten to our team for manual automation, this tool is complete gamechanger.","Katalon is making the testing world change",0,226,"Data and Analytics",FALSE,katalon,"katalon",1613142229736,1613062800000
3536177,"Feb 12, 2021",4,2,"Katalon",5,274,"Telecommunication",9897,"50M - 250M USD","Associated","Katalon has an intuitive interface that allows you to perform new operations more quickly and thus speed up the output of products.","Quick transition from manual to automatic testing.",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1613134049897,1613062800000
3535911,"Feb 12, 2021",4,2,"Katalon",3,274,"Telecommunication",9899,"500M - 1B USD","QA Automation","automation structure is to bad to write and compliced and keyword are okay to write but test is scripted and for me is bad.","Qa",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1613117275805,1613062800000
3535870,"Feb 12, 2021",4,2,"Katalon",5,267,"IT Services",9896,"<50M USD","QA Automation Engineer","Overall experience is very good as we are developing tests using multiple platforms like Windows, macOS and Linux as different QAs use different devices to develop on.","Katalon Studio is a great tool for test automation which made our team smarter",0,240,"Other",FALSE,katalon,"katalon",1613116902105,1613062800000
3535667,"Feb 12, 2021",3,1,"Katalon",5,265,"Healthcare and Biotech",9898,"250M - 500M USD","Design And Development Engineer","very flexible in automation testing for UI .useful in time management .help freshers to work in automation testing ","Testing tool for UI",0,248,"Software Development",FALSE,katalon,"katalon",1613093581127,1613062800000
3534037,"Feb 11, 2021",4,2,"Katalon",5,270,"Miscellaneous",9898,"250M - 500M USD","QA Lead","Very easy to start working with, reliable, and comes with lots of useful integrations. Also possible to use base selenium scripts instead of enhanced katalon keywords making the tool suitable for every situation. Default video record, screenshot taking, and online test result management platform making it great to start with even though other test result integrations are of course possible (JIRA/Zephyr etc...). ","Great tool to easily and quickly start an automation project",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1613055619000,1612976400000
3535415,"Feb 11, 2021",4,2,"Katalon",5,260,"Education",9905,"Gov't/PS/ED 5,000 - 50,000 Employees","Research Assistant","The user interface is very intuitive and easy to use. It's very easy for anyone to pick it up and start using it. another useful feature is that we can test both mobile apps as well as web apps using this product","Great product for testing apps",0,246,"Research and Development",FALSE,katalon,"katalon",1613052506680,1612976400000
3534027,"Feb 11, 2021",4,2,"Katalon",4,267,"IT Services",9896,"<50M USD","Engineer","its a great tool for automation and i think that it help us improve quality i really recommend it.
Doesn't require much technical knowledge to get you start","Katalon Easy tool for automation",0,237,"Management / Business Consulting",FALSE,katalon,"katalon",1613048512000,1612976400000
3534230,"Feb 11, 2021",4,2,"Katalon",5,267,"IT Services",9896,"<50M USD","Director Of Technology","Katalon has been a great product to implement with a short turn time from acquisition to launch of use cases.  Powerful yet easy to use.","Solid testing and automation product",0,248,"Software Development",FALSE,katalon,"katalon",1613047751000,1612976400000
3534089,"Feb 11, 2021",4,1,"Katalon",4,267,"IT Services",9896,"<50M USD","QUALITY ENGINEER","I started my Katalon Journey in 2019 by viewing a tutorial video. I would say Katalon interface is so clean and clear that anybody without watching any tutorial can start his or her katalon journey.
Katalon is a great automation tool for both Technical and Non-technical person. Non-technical users can use Manual mode to create a script in katalon as it require less or No coding knowledge. When it comes to those who are more technical, they can use script mode to create automation scripts. Overall it give a flexibility to user to do his/her work.
but the main thing in katalon is that there are so many powerful features that can be explored if you step further and dive deeper into katalon documentation. 
","Katalon Studio - The one stop solution for software testing that make your life easy",0,248,"Software Development",FALSE,katalon,"katalon",1613047523714,1612976400000
