"adviceToOthers","completenessScore","cons","customerSupportRating","easeOfUseRating","functionalityRating","generalComments","globalReviewId","id","incentivized","isAuthenticated","overallRating","profilePictureUrl","pros","reasonForChoosing","reasonForSwitching","recommendationRating","reviewerAnonymityOn","reviewerCompanySize","reviewerFirstName","reviewerIndustry","reviewerJobTitle","reviewerLastName","sourceSite","timeUsedProduct","title","valueForMoneyRating","vendorReply","writtenOn","alternativesConsidered","switchedProducts"
null,0.1505153104708602,"The fact that there is lack of proper documentation, for a beginner it gets a bit tough to follow.
Rest everything is perfect except a few crashes which I am sure will be fixed in future updates.",1,1,0.8,null,"Capterra___3409679","3409679","VendorReferredIncentivized",FALSE,1,null,"Being a developer, the most important feature that if present makes the product standout is easy and useful integrations. It offers basically a complete automation testing making the life of developers much easier.",null,null,1,FALSE,"A","Anadee","4","Software Developer","Anadee","Capterra","FreeTrial","Codeless Automation made easy??",1,null,"2022-03-12T14:16:35Z","",""
null,0.1672002580292977,"UI/UX is not that good of this software and can be improved.",1,1,1,null,"Capterra___3409305","3409305","VendorReferredIncentivized",FALSE,1,null,"Security features are up to the mark and very great.",null,null,0.6,FALSE,"I","Akshita","36","Student","Gupta","Capterra","FreeTrial","Review",1,null,"2022-03-12T06:07:17Z","",""
null,1,"Que la versión gratuita no permite importar definiciones de swagger/open API 2.1, este solo se encuentra en la versión paga.",0.8,0.8,1,"La implementación y curva de uso fue sumamente sencilla y los logs son más detallados y de fácil lectura que en otras herramientas como Postman","Capterra___3404294","3404294","NominalGift",FALSE,0.8,null,"Katalon permite automatizar tanto pruebas de frontend como de servicios REST y SOAP, la automatización de servicios es muy sencilla mediante el uso de objetos de prueba y scripts de ejecución en lenguaje Groovy (una implementación de Java) con lógica extensa tanto para las llamadas a los servicios como con sus verificaciones.
La automatización de frontend implementa selenium y ocasionalmente tiene algunos inconvenientes por el acceso a los elementos mediante locators, especialmente en sitios que usan componentes dinámicos sin identificación clara de que es cada componente.","Es mucho más sencillo de usar por personas con poco o nulo conocimiento de programación","Porque el uso de Katalon es más simple y facilita el armado de llamadas a los servicios y de las verificaciones",0.8,FALSE,"D","Maximo","102","QA Lead","Iglesias","Capterra","MoreThan2Years","Excelente herramienta para automatización de pruebas",null,null,"2022-03-09T18:10:09Z","Postman","Postman"
null,0.5434502204163334,"Sometimes it is very slow to start and load projects.",1,1,1,"It is really great for test automation. We can run  cross browser tests and also mobile automation.","Capterra___3394709","3394709","NominalGift",FALSE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/958603237add6aed24258075e8bd5623.jpeg","Community edition is also available. Easy to set up and use. Auto-completion suggestions are providing while writing scripts. Very easy to write test cases because it has inbuilt commands and keywords.
",null,null,1,FALSE,"D","Manju","96","QA","pr","Capterra","LessThan2Years","Great tool for Test automation",1,null,"2022-03-04T05:34:57Z","",""
null,0.10196887820333074,"Some features requires alot of understanding to use like implementing data source feature.",1,1,1,"Great tool that can be used even with limited scripting knowledge.","Capterra___3385231","3385231","VendorReferredIncentivized",TRUE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/58e6e9cf63aaa7544b3d1086c0c8755b.jpeg","Excellent UI that is mostly easy to understand and learn.  Detailed test results and great tools to monitor tests ",null,null,0.9,FALSE,"I","Blessen Sam","96","IT helpdesk Associate ","Marcos","Capterra","LessThan6Months","Great REST API Testing Tool",1,null,"2022-02-26T05:47:51Z","",""
null,0.6249801566601885,"While scheduling build in testops either cloud or local it's being in ""Quee"" longtime.
And some time with out executing it's showing result ""Pass"" it's a defect we already raised to support team.
And while active the local agent it's taking couple of minuities to show the agent in online.  ",1,1,1,"It's very useful tool for automation developers , Have lot of predefined functions it's making easy work and time saving ,compare to other tools while designing script we can save time up to 60%.","Capterra___3381925","3381925","VendorReferredIncentivized",FALSE,0.8,null,"Good feature have in testops to schedule build in different environment , it's makes easy to execute in different platforms parallelly.  ",null,null,0.8,FALSE,"F","Ramakrishna","96","Tester","Bandaru","Capterra","LessThan2Years","Testops Schedule Test Run Using Local and cloud Environment",null,null,"2022-02-24T11:41:59Z","",""
null,0.2174995248988404,"No cons found from this software till date.",1,1,1,null,"Capterra___3362293","3362293","VendorReferredIncentivized",FALSE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/e429657e4657a854c8f4c83e9d8fff11.jpeg","Starting from It's UI, it's really amazing.I love it's productive IDE for testing on almost all the platforms.  It's auto heal ability makes it very fast for testing and lowers the maintainance.",null,null,1,FALSE,"E","Sohail","14","Software developer ","Gulam","Capterra","LessThan6Months","Productive Tools",1,null,"2022-02-15T12:50:08Z","",""
null,0.30065016481768814,"Tends to crash, complex inteface. Need to address the compatibility issues ",0.6,1,0.8,null,"Capterra___3360195","3360195","VendorReferredIncentivized",FALSE,0.8,null,"Reduces time, No need to put more effort on coding and syntax ",null,null,0.7,FALSE,"F","Rashik","43","Analyst","Siddiquee","Capterra","LessThan12Months","Best for testing with both business and technical teams",0.6,null,"2022-02-14T05:40:11Z","",""
null,0.4411439992085024,"There is not much that I did not like about Katalon Studio. The only thing that I can think of is that it would be nice if Katalon Studio had more built-in functionality for things like creating and managing tests cases, etc. But, even without that, Katalon Studio is still a very powerful and comprehensive automation tool.",0.8,0.8,0.8,"Katalon Studio is an excellent Selenium IDE replacement. It has the features I need to create, manage, and execute Selenium test cases. The user interface is intuitive and easy to use. The support from the Katalon team is excellent. They are quick to respond to questions and provide helpful advice. Overall, I am very pleased with Katalon Studio.","Capterra___3355961","3355961","NominalGift",TRUE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/19e2821a470b150af63514fb40ef6490.jpeg","The Katalon Studio is a comprehensive tool that allows you to create and execute automated tests for web and mobile applications. It has a rich feature set that allows you to create and execute tests quickly and easily. It also has a well-documented API that allows you to extend its functionality.",null,null,0.9,FALSE,"D","Akshay","109","Game Developer","Sharma","Capterra","LessThan6Months","A powerful, yet user-friendly automation tool for Selenium testing",0.6,null,"2022-02-11T04:46:14Z","",""
null,0.5988209515081593,"Not sure why simple debug comes with only enterprise version. ",null,1,0.8,"Importantly, we can effectively automate integration scenarios like logging into web, get a parameter value, passing it in API, Get a value from response, Login to mobile and pass on the parameter captured from API response. Complex integration scenario like this can be handled in a single test script.
Getting web drivers updated in a single click is also a simple one.","Capterra___3352381","3352381","VendorReferredIncentivized",FALSE,0.8,null,"We can have web/API/Mobile scenarios automated in a single test file. This is very much useful to test integration of multiple components/systems.",null,null,0.8,FALSE,"H","Anjali","96","Test Architect","Kondapalli","Capterra","LessThan2Years","Seamless Automation",null,null,"2022-02-09T10:15:56Z","",""
null,0.4509375511470257,"As i am using it from past few months,  i feel good about it.",0.8,1,1,null,"Capterra___3340029","3340029","VendorReferredIncentivized",FALSE,1,null,"It is very easy to use and understand this tool.",null,null,1,FALSE,"I","Naveen Goud","96","QA Automation Engineer","Kukkadapu","Capterra","LessThan6Months","Katalon Experience",null,null,"2022-02-03T16:23:09Z","","Visual Studio Code"
null,1.19,"It requires you to log online before using it offline",1,1,1,"In the past 2 years experiencing Katalon Studio, Our test cases based on web application were easily managed, automated and matained by the team, even without technical skills required. ","Capterra___3339440","3339440","VendorReferredIncentivized",FALSE,1,null,"It is easy to use and easy to install. Alao easy to manage when implementing cicd to your project or team. ","Since Katalon Studio is java/groovy based, and I'm very knowledgeable to those programming languages. I am eager to use it more rather than starting and configuring automation from scratch which can burn a lot of time and effort to the team","It is required by the company and at the same time can handle non web apps as well",1,FALSE,"I","Emmanuel","92","SDET","Anonas","Capterra","MoreThan2Years","Katalon is the best Automation tool to use!",1,null,"2022-02-03T13:20:43Z","Ranorex Studio",""
null,0.34194349060414253,"Some part is not able to record and even in coding feeling very difficult",1,0.6,1,null,"Capterra___3338757","3338757","VendorReferredIncentivized",FALSE,0.8,null,"Its very easy to do automation, and can do a quick learn.
Recording option helps the person who doesn't know coding
One major is time constrain",null,"Due to coding and time constrain",1,FALSE,"D","Tharun Gaushik","96","Senior Test Analyst","Kumaresan","Capterra","LessThan12Months","Welcome to Codeless Automation",null,null,"2022-02-03T05:41:15Z","",""
null,0.5999909664010683,"Its to easy and very intelligent sometime you are not able to choose the right locator because of bad cooding by development and katalon struck",0.8,1,1,"Its good tool for someone who wanted to start automation and stuborn manual tester","Capterra___3338329","3338329","VendorReferredIncentivized",FALSE,1,null,"Its speed on automaton .xpath several option fast in execution and lot more","Its easy to use because of record and play and easier language",null,1,FALSE,"D","Abbas","96","QA tester","Bilal","Capterra","MoreThan2Years","Overall review ",1,null,"2022-02-02T22:48:42Z","",""
null,0.5349381471068507,"Need performance testing tools 
or integration with Jmeter ",1,0.8,0.8,null,"Capterra___3337428","3337428","VendorReferredIncentivized",FALSE,1,null,"Easy to use you can create any test cases in less than 30 mins 
Great UI and self-explained tools ",null,null,0.8,FALSE,"D","Nitesh","147","QA","Nankani","Capterra","MoreThan2Years","Amazing tool for QA Team",0.8,null,"2022-02-02T15:18:58Z","",""
null,0.3147383327857145,"I found it difficult to use the schedule tests feature ",1,1,1,"It has been good for test automation","Capterra___3337386","3337386","VendorReferredIncentivized",FALSE,1,null,"I like that this product is easy to use especially for people with minimal coding experience ",null,null,0.8,FALSE,"C","Mark","4","QA Analyst","Dracopoulos","Capterra","LessThan6Months","Katalon Review",1,null,"2022-02-02T14:58:32Z","",""
null,0.06181531758434853,"parameterized testing, it hangs when using for lengthy scripts ",1,1,1,"Good for beginners. easy to understand","Capterra___3337323","3337323","VendorReferredIncentivized",FALSE,1,null,"move and copy feature is good. also auto filling option is good",null,null,1,FALSE,"D","pinal","96","QA Analyst","sakaria","Capterra","FreeTrial","useful product",1,null,"2022-02-02T14:24:50Z","",""
null,0.34487201691896446,"Katalon doesn't shew what's the error directly on the output window, I have to scroll lot to find the error description in console.",1,1,1,null,"Capterra___3337312","3337312","VendorReferredIncentivized",FALSE,1,null,"The features like adding variables and mapping data binding are very easy to use and that's what I use the most in my day to day job.",null,null,1,FALSE,"E","Yashashree","4","Product Management Analyst","Panda","Capterra","LessThan6Months","Easy to use product",1,null,"2022-02-02T14:20:54Z","",""
null,0.5336987946550817,"Nothing like that; looks i have all the feature looking for till date",1,1,1,"easy to handle and understand the product feature","Capterra___3337286","3337286","VendorReferredIncentivized",FALSE,1,null,"easy to handle and understand the product feature",null,null,0.9,FALSE,"G","Suhan","96","TEST LEAD","Suhan","Capterra","MoreThan2Years","Suhan - katalon Review",1,null,"2022-02-02T14:08:47Z","",""
null,1.06,"1. I have faced some issue on sometime, like not able to call the method from keyword to test case.
2. Request to Katalon team to provide more reference. ",0.6,1,0.8,"Finally, this tool is more comfortable to people who will like to handle it with single tool.
","Capterra___3336779","3336779","VendorReferredIncentivized",FALSE,0.8,null,"The tool is suitable to all people who will know and don't know the code, framework, error handle, data driven and deployment.",null,"1. Easy to handle all kind of testing with single tool.
2. No Need much knowledge from code part.
3. We can use different framework by selecting the options.
4. More Secure.
5. Non-Tech people also can easy to understand the report.",0.8,FALSE,"D","Krishnakumar","4","Senior Test Analyst","Natarajan","Capterra","MoreThan2Years","Feedback and Experience by user",0.8,null,"2022-02-02T09:51:57Z","",""
null,0.5999861057697304,"it won't handle drag and drop Functionality efficiently 
and upload image functionality also not good
and select value from drop down also not handled properly",0.8,1,1,"overall katalon is good for tester who don't have much programing knowledge","Capterra___3336775","3336775","VendorReferredIncentivized",FALSE,1,null,"Katalon Studio is very good for automation testers and it develops a better-inbuilt framework 
easy to deploy code to git",null,"Easy to use and less code",1,FALSE,"E","Maheshwara","96","Senior Automation test engineer","Maheshwara","Capterra","MoreThan2Years","Katalon Studio is very good for automation testers and it develops a better-inbuilt framework ",0.8,null,"2022-02-02T09:49:22Z","",""
null,0.27645718903274685,"integration with Jenkins                ",1,1,1,null,"Capterra___3336756","3336756","VendorReferredIncentivized",FALSE,1,null,"Record and Playback steps functionality . ",null,null,0.8,FALSE,"D","sudha","96","Senior software engineer","rani","Capterra","FreeTrial","This soft ware is very useful for automation",null,null,"2022-02-02T09:32:00Z","",""
null,0.6165545022802811,"I am in the Philippines and my coworker is in the US. Most of my friends in same field work on other automation I only have one friend can understand Katalon in short I want to get in larger community so I get  more information easily on working on this.",null,0.6,1,"So far it helps in regression testing we have 3 environment for test and the cycle of deployment become more easy since we can automate it now I started from using the recording then from that we familiarizing the code.","Capterra___3336752","3336752","VendorReferredIncentivized",FALSE,1,null,"This have a lot of option to explore in testing:
It has recording.
Has Manual and Script code.
Like other automation there's lot of info in google but this one is the easy to understand.",null,"Since it will be gone soon and  it is so hard to understand for a beginner like me.",1,FALSE,"E","Marquita","27","QA AND DEV TEAM LEAD/ QA ENGINEER","Abad","Capterra","LessThan12Months","Review from beginner in automation.",0.8,null,"2022-02-02T09:30:13Z","",""
null,1.2,"The possibility of analyzing a report should not be KSE's thing.",0.8,1,1,"Currently we've implented execution of several SC that must be executed every 5min,each SC has UI tests and Data Base tests.","Capterra___3336738","3336738","VendorReferredIncentivized",FALSE,1,null,"Self healing is just great, Katalon testops is really good it has everything a I need all in one platform.","Ease of use, ease of maintenance, functionalities (self healing,test Ops...)",null,1,FALSE,"I","Isaac","96","QA","Palma","Capterra","MoreThan2Years","KS opinion",0.8,null,"2022-02-02T09:20:13Z","Selenium IDE",""
null,0.36321718928654595,"I got to learn so many things form Katalon like i not knowing the basic things also",null,1,1,"I loved to work with this software","Capterra___3336737","3336737","VendorReferredIncentivized",FALSE,0.8,null,"I can use this testing tool anytime and more programming knowledge is not required it's easy to use, the best part is we can do it in two mode 1) manual or 2) Automation.
And also we can record and it is very helpfull
",null,null,0.9,FALSE,"I","Namrata","112","QE","Kumsi","Capterra","FreeTrial","Best Software",null,null,"2022-02-02T09:19:25Z","",""
null,0.04646117020002132,"Dashboard. Too maby option are available",0.4,1,0.6,null,"Capterra___3336722","3336722","VendorReferredIncentivized",FALSE,1,null,"Ease of recoding test case, Integration with other tool",null,null,0.8,FALSE,"I","Prianshu","96","DevSecOps","Bhaskar","Capterra","LessThan6Months","POC usage",0.8,null,"2022-02-02T09:10:21Z","",""
null,0.5577684256586347,"Definitely none for me. Katalon provides good help for a software tester that is looking for an easy-to-learn automation tool.",null,1,1,"I highly recommend it. So far, this is my favorite automation tool and it boosts my productivity in doing regression tests.","Capterra___3257512","3257512","NominalGift",TRUE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/559801024a6bab28d2befc0a380e341a.jpeg","Katalon is a free tool that can be used in automation. Although it is free, its features are very useful and essential and this is very easy to learn and explore as well. It is also compatible with web testing and API testing which I frequently use.",null,"Change of technology into a more latest technology",1,TRUE,"E","Lougene","96","Software Quality Assurance Engineer","Magpantay","Capterra","LessThan12Months","My experience-based review on Katalon Studio",1,null,"2021-12-17T08:48:21Z","",""
null,0.1315988649435149,"Selenium based requiring maintenance compared to Robotic Test Framework that's touting as a better UI test framework.",1,1,1,"I wish my leadership team would approve the use of this tool.  It's always about budgets and constraints. I have to learn javascript to use a tool in place in our CI/CD pipeline.","Capterra___3251903","3251903","NominalGift",FALSE,1,null,"Pretty easy to learn.  Has a lot of great features especially Run From Here when a test fails.  Reliable.",null,null,0.9,FALSE,"I","Tien","96","Technical Systems Engineer","Le","Capterra","FreeTrial","A really great tool",null,null,"2021-12-14T20:15:34Z","",""
null,1.24,"- Its use pretty big memory so some times its impact to performance issue (like crash or slow) when run many scenario
- only Katalon 7+ version licensed owner, that able to use debugging feature 
- its limited to Java and Groovy ",0.8,1,0.8,"its very easy tools to use especially if you don't have any experience with automation tool. Pretty easy to install and configure so junior team can easily install and create automation for your service (web,api, and mobile). Basically if you are newby once you try this tools your manager or other peers can see you like a pro.","Capterra___3214671","3214671","NominalGift",FALSE,0.8,null,"- Easy to use because it has feature record and play so no need coding skill to use their feature
- Good user interface
- No need to worry about web driver like other automation tools 
- Katalon has feature to support Web , Mobile, API automation testing
- It has feature to support Continuous Integration testing tools 
- It has ability to handle cross browser testing 
","because its increase our productivity because our learning curve time is lower and with only 1 tool we can automate many platform.","because its easy to use and easy to learn. 1 tools for all platform",0.7,FALSE,"B","Saputra","96","software engineer","Aries Pratama","Capterra","MoreThan2Years","Automation Tools that makes newby Automation Engineer can play around like a pro",0.8,null,"2021-11-23T03:21:32Z","CucumberStudio, Selenium IDE","CucumberStudio, Selenium IDE"
null,0.6898703441343982,"- Newer versions have browser upgrade issue as each time we have to upgrade the browser for smooth execution. Most of the time it does not upgrade in one go. ",0.8,1,0.8,"Katalon Studio as a Test Automation Tool satisfies the need of the Regression testing and is continuously improving as a Tool that gives a chance to Automate everything.","Capterra___3162163","3162163","VendorReferredIncentivized",FALSE,0.8,null,"- Katalon Studio is easy to script
- Support multiple platforms(WEB UI, Mobile, API)
- Supports multiple Integrations for Reporting and Tracking","Katalon is a flavor of Selenium but has got everything for the initial set up that we perform at selenium. This avoids the user and gives him to straight away start scripting. ",null,0.9,FALSE,"D","Aravind","52","Automation Engineer","Durgam","Capterra","MoreThan2Years","Growing Tool in Test Automation",1,null,"2021-10-21T21:32:42Z","",""
null,0.20235341473994442,"There are too many features. I haven't tried all of them.",1,0.8,1,null,"Capterra___3159210","3159210","VendorReferredIncentivized",TRUE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/1ebabe55695be7399e03e6f040b66554.jpeg","Katalon Studio is really user-friendly. I can create test cases and run them quickly and easily. The installation is also simple. Suitable for education at university!",null,null,1,TRUE,"E","Nhu","96","AI Engineer Intern","Tran","Capterra","LessThan6Months","awesome",1,null,"2021-10-20T14:42:24Z","",""
null,0.6158869896276548,"Having difficulties to integrate with AWS Device Farm",0.8,1,0.8,"Overall this is the best Automation Tool I have ever used in last 20 years.","Capterra___3159108","3159108","VendorReferredIncentivized",TRUE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/3c8ebb42bd780a9c1c2acc396c520efd.jpeg","I can use my Selenium and Java experiences. Learning is very easy. You can do anything you need for automation including GUI, API, Mobile in one tool. Very productive for Automation.","Productive, less expensive, Easy to use, Groovy and over al structure, TestOps features","I find no limitation",1,FALSE,"E","Emdad","4","Automation Lead","Hossain","Capterra","MoreThan2Years","Katalon is a Great Tool for an Automation Engineer, All heavy lifting is already done the this tool.",0.8,null,"2021-10-20T13:42:44Z","",""
null,0.5999145294477028,"Im not in dislike of any of the features about Katalon Studio, what i do think it would be better is the fact that some features that where originally  free, now they are only available for enterprise version, so for long term users (like me) some features that i used some projects ago, now  they are not available for free.",0.8,1,1,"I think Katalon Studio is one of the most powerfull and best-option tool nowadays. 
it is codeless orientes, that means new or non-technical users could find Katalon a good option to adopt in the test automation world, Its fully of features, it is being updated and fixed everymonth which mean that the Katalon team is working hard on this tools to improve it on each release.","Capterra___3159023","3159023","VendorReferredIncentivized",FALSE,0.8,null,"Record and Spy, script parametrization and  variables make it easy to maintain and update test cases.",null,null,0.9,FALSE,"D","Gaston","4","QA Lead","Marichal","Capterra","MoreThan2Years","Powerfull, robust and easy to use ",0.8,null,"2021-10-20T12:48:59Z","",""
null,0.4462349988951807,"Very expensive for small businesses like our company",null,0.6,0.8,null,"Capterra___3158910","3158910","VendorReferredIncentivized",FALSE,0.8,null,"Very helpful in term of writing faster test scripts, coming with a ready solution. Don't worry about setting up browsers, updating drivers, only select the browser you want to lunch. Organized project by repository.",null,"Cost",0.7,FALSE,"C","Youssouf","4","QA Analyst","Balde","Capterra","MoreThan2Years","Very helpfull software and focus on writing test scenarios",0.6,null,"2021-10-20T10:58:11Z","",""
null,0.48490200393326877,"the dark them isnt great.
When capturing runs using the record feature, some elements arent always captured correctly, and have to be captured manually. 
The documentation could be better",0.6,0.8,1,null,"Capterra___3158864","3158864","VendorReferredIncentivized",TRUE,0.8,"https://cdn0.capterra-static.com/profile-images/linkedin/926a94183f6c2f281265a3f9b55bf462.jpeg","It's easy to jump into and get started with, similar to selenium with more robust features. For a team that doesn't have a coding background and plans on expanding to different platforms, it ticks most of the boxes.
The free version also offers enough functionality to users that are in small organisations and can't afford the more expensive tools. ",null,null,0.8,FALSE,"G","Max","27","QA Test Analyst","Zils","Capterra","LessThan2Years","Katalon Studio experience",0.6,null,"2021-10-20T10:24:13Z","",""
null,0.8890353665136386,"the only drawback which I have seen so far is that, its kind of slow in performance if your project size is very big.",0.8,0.8,0.8,"My overall experience with the product is very good, I have explored this tool to the core. it provides you nice reporting format and also you can configure it with jenkins which made my life very easy.","Capterra___3158857","3158857","VendorReferredIncentivized",FALSE,0.8,null,"I would say, this is the best automation tool if you have very least experience on automation testing.
with least knowledge on automation, you can start using this tool.
It provides you in built functionality to select the xpath of objects which is known as self healing. This feature is a savior if you find difficulty finding xpaths of the objects. 
It has extensive knowledge base, very nicely maintained by katalon community which will answer most of your questions.","Katalon Studio fulfills our needs the best, it has record and play option, as well as scripting for masters in programmers and also it provides manual mode, if you dont want to make your hands dirty in programming.","Katalon studio was taken up as automation tool in our organisation because we wanted our employees to have least hustle with the programming knowledge, but still they should have all the capabilities available with eclipse. We wanted to groom manual testers to automation with no programming language dependency.",0.8,FALSE,"I","Kshitija","4","Software tester","Vibhute","Capterra","LessThan2Years","Great Automation Tool",0.8,null,"2021-10-20T10:20:07Z","",""
